1,1,120.42,331.45,138.07999999999998,63.150000000000034,1,1,1.0
1,2,205.47,245.56,100.21000000000001,48.0,1,1,1.0
1,3,731.8,264.08,75.78000000000009,42.94999999999999,1,1,1.0
2,1,98.23,335.7,137.37,63.139999999999986,1,1,1.0
2,2,205.47,245.56,100.21000000000001,48.0,1,1,1.0
2,3,717.34,266.19,77.01999999999998,42.94999999999999,1,1,1.0
3,1,72.7,338.69,142.3,63.139999999999986,1,1,1.0
3,2,205.47,245.56,100.21000000000001,48.0,1,1,1.0
3,3,702.88,268.29,78.25999999999999,42.94999999999999,1,1,1.0
4,1,50.1,341.68,141.76000000000002,63.139999999999986,1,1,1.0
4,2,205.47,245.56,100.21000000000001,48.0,1,1,1.0
4,3,688.42,270.4,79.50999999999999,42.950000000000045,1,1,1.0
5,1,22.7,344.67,146.03,63.139999999999986,1,1,1.0
5,2,205.47,245.56,100.21000000000001,48.0,1,1,1.0
5,3,673.96,272.51,80.75,42.94,1,1,1.0
6,1,0.0,347.66,145.59,63.14999999999998,1,1,1.0
6,2,205.47,245.56,100.21000000000001,48.0,1,1,1.0
6,3,659.5,274.61,81.99000000000001,42.94999999999999,1,1,1.0
7,1,0.0,350.65,122.45,63.150000000000034,1,1,1.0
7,2,205.47,245.56,100.21000000000001,48.0,1,1,1.0
7,3,645.04,276.72,83.23000000000002,42.94,1,1,1.0
8,1,0.0,353.64,99.31,63.150000000000034,1,1,1.0
8,2,205.47,245.56,100.21000000000001,48.0,1,1,1.0
8,3,630.58,278.82,84.46999999999991,42.94999999999999,1,1,1.0
9,1,0.0,356.63,76.17,63.14999999999998,1,1,1.0
9,2,205.47,245.56,100.21000000000001,48.0,1,1,1.0
9,3,616.12,280.93,85.72000000000003,42.94,1,1,1.0
10,1,0.0,359.62,53.04,63.14999999999998,1,1,1.0
10,2,205.47,245.56,100.21000000000001,48.0,1,1,1.0
10,3,601.66,283.03,86.96000000000004,42.950000000000045,1,1,1.0
11,1,0.0,362.61,29.9,63.14999999999998,1,1,1.0
11,2,205.47,245.56,100.21000000000001,48.0,1,1,1.0
11,3,587.2,285.14,88.19999999999993,42.94,1,1,1.0
12,2,205.47,245.56,100.21000000000001,48.0,1,1,1.0
12,3,570.97,287.16,89.43999999999994,44.079999999999984,1,1,1.0
13,2,205.47,245.56,100.21000000000001,48.0,1,1,1.0
13,3,554.73,289.19,90.68999999999994,45.19999999999999,1,1,1.0
14,2,205.47,245.56,100.21000000000001,48.0,1,1,1.0
14,3,538.5,291.22,91.92999999999995,46.31999999999999,1,1,1.0
15,2,205.47,245.56,100.21000000000001,48.0,1,1,1.0
15,3,522.26,293.24,93.18000000000006,47.44999999999999,1,1,1.0
16,2,205.47,245.56,100.21000000000001,48.0,1,1,1.0
16,3,506.03,295.27,94.42000000000007,48.56999999999999,1,1,1.0
17,2,205.47,245.56,100.21000000000001,48.0,1,1,1.0
17,3,489.8,297.29,95.66000000000003,49.69999999999999,1,1,1.0
18,2,205.47,245.56,100.21000000000001,48.0,1,1,1.0
18,3,473.56,299.32,96.91000000000003,50.829999999999984,1,1,1.0
19,2,205.47,245.56,100.21000000000001,48.0,1,1,1.0
19,3,457.33,301.35,98.15000000000003,51.94999999999999,1,1,1.0
20,2,205.47,245.56,100.21000000000001,48.0,1,1,1.0
20,3,441.1,303.37,99.38999999999999,53.079999999999984,1,1,1.0
21,2,205.47,245.56,100.21000000000001,48.0,1,1,1.0
21,3,424.86,305.4,100.63999999999999,54.200000000000045,1,1,1.0
22,2,205.47,245.56,100.21000000000001,48.0,1,1,1.0
22,3,404.68,308.56,103.34999999999997,55.31999999999999,1,1,1.0
23,2,205.47,245.56,100.21000000000001,48.0,1,1,1.0
23,3,384.5,311.72,106.06,56.44,1,1,1.0
24,2,205.47,245.56,100.21000000000001,48.0,1,1,1.0
24,3,364.32,314.88,108.76999999999998,57.56,1,1,1.0
25,2,205.47,245.56,100.21000000000001,48.0,1,1,1.0
25,3,344.14,318.04,111.48000000000002,58.68000000000001,1,1,1.0
26,2,205.47,245.56,100.21000000000001,48.0,1,1,1.0
26,3,323.97,321.2,114.17999999999995,59.80000000000001,1,1,1.0
27,2,205.47,245.56,100.21000000000001,48.0,1,1,1.0
27,3,303.79,324.36,116.88999999999999,60.91999999999996,1,1,1.0
28,2,205.47,245.56,100.21000000000001,48.0,1,1,1.0
28,3,283.61,327.52,119.59999999999997,62.04000000000002,1,1,1.0
29,2,205.47,245.56,100.21000000000001,48.0,1,1,1.0
29,3,263.43,330.68,122.31,63.15999999999997,1,1,1.0
30,2,205.47,245.56,100.21000000000001,48.0,1,1,1.0
30,3,243.25,333.84,125.01999999999998,64.28000000000003,1,1,1.0
31,2,205.47,245.56,100.21000000000001,48.0,1,1,1.0
31,3,223.07,337.0,127.73000000000002,65.39999999999998,1,1,1.0
32,2,205.47,245.56,100.21000000000001,48.0,1,1,1.0
32,3,200.52,344.89,127.72999999999999,65.40000000000003,1,1,1.0
33,2,205.47,245.56,100.21000000000001,48.0,1,1,1.0
33,3,171.5,349.17,134.55,66.30000000000001,1,1,1.0
34,2,205.47,245.56,100.21000000000001,48.0,1,1,1.0
34,3,146.8,353.45,141.51999999999998,67.19999999999999,1,1,1.0
35,2,205.47,245.56,100.21000000000001,48.0,1,1,1.0
35,3,122.1,357.73,148.50000000000003,68.09999999999997,1,1,1.0
36,2,205.47,245.56,100.21000000000001,48.0,1,1,1.0
36,3,100.1,362.01,147.01000000000002,69.0,1,1,1.0
37,2,205.47,245.56,100.21000000000001,48.0,1,1,1.0
37,3,71.0,366.29,152.63,69.89999999999998,1,1,1.0
38,2,205.47,245.56,100.21000000000001,48.0,1,1,1.0
38,3,43.3,370.58,156.83999999999997,70.80000000000001,1,1,1.0
39,2,205.47,245.56,100.21000000000001,48.0,1,1,1.0
39,3,17.8,374.86,158.85999999999999,71.69999999999999,1,1,1.0
40,2,205.47,245.56,100.21000000000001,48.0,1,1,1.0
40,3,0.0,379.14,153.17,72.60000000000002,1,1,1.0
41,2,205.47,245.56,100.21000000000001,48.0,1,1,1.0
41,3,0.0,383.42,129.69,73.5,1,1,1.0
42,2,205.47,245.56,100.21000000000001,48.0,1,1,1.0
42,3,0.0,387.7,106.2,74.40000000000003,1,1,1.0
43,2,205.47,245.56,100.21000000000001,48.0,1,1,1.0
43,3,0.0,387.7,82.5,74.40000000000003,1,1,1.0
44,2,205.47,245.56,100.21000000000001,48.0,1,1,1.0
44,3,0.0,387.7,52.1,74.40000000000003,1,1,1.0
45,2,205.47,245.56,100.21000000000001,48.0,1,1,1.0
45,3,0.0,387.7,31.8,74.40000000000003,1,1,1.0
46,2,205.47,245.56,100.21000000000001,48.0,1,1,1.0
47,2,205.47,245.56,100.21000000000001,48.0,1,1,1.0
48,2,205.47,245.56,100.21000000000001,48.0,1,1,1.0
49,2,205.47,245.56,100.21000000000001,48.0,1,1,1.0
50,2,205.47,245.56,100.21000000000001,48.0,1,1,1.0
51,2,205.47,245.56,100.21000000000001,48.0,1,1,1.0
52,2,205.47,245.56,100.21000000000001,48.0,1,1,1.0
53,2,205.47,245.56,100.21000000000001,48.0,1,1,1.0
54,2,205.47,245.56,100.21000000000001,48.0,1,1,1.0
55,2,205.47,245.56,100.21000000000001,48.0,1,1,1.0
56,2,205.47,245.56,100.21000000000001,48.0,1,1,1.0
57,2,205.47,245.56,100.21000000000001,48.0,1,1,1.0
58,2,205.47,245.56,100.21000000000001,48.0,1,1,1.0
59,2,205.47,245.56,100.21000000000001,48.0,1,1,1.0
60,2,205.47,245.56,100.21000000000001,48.0,1,1,1.0
61,2,205.47,245.56,100.21000000000001,48.0,1,1,1.0
62,2,205.47,245.56,100.21000000000001,48.0,1,1,1.0
63,2,205.47,245.56,100.21000000000001,48.0,1,1,1.0
64,2,205.47,245.56,100.21000000000001,48.0,1,1,1.0
65,2,205.47,245.56,100.21000000000001,48.0,1,1,1.0
66,2,205.47,245.56,100.21000000000001,48.0,1,1,1.0
67,2,205.47,245.56,100.21000000000001,48.0,1,1,1.0
68,2,205.47,245.56,100.21000000000001,48.0,1,1,1.0
69,2,205.47,245.56,100.21000000000001,48.0,1,1,1.0
69,4,847.8,224.27,112.20000000000005,83.41999999999999,1,1,1.0
70,2,205.47,245.56,100.21000000000001,48.0,1,1,1.0
70,4,841.6,225.62,117.94999999999993,83.87,1,1,1.0
71,2,205.47,245.56,100.21000000000001,48.0,1,1,1.0
71,4,835.4,226.97,123.70000000000005,84.32000000000002,1,1,1.0
72,2,205.47,245.56,100.21000000000001,48.0,1,1,1.0
72,4,829.2,228.33,129.44999999999993,84.75999999999996,1,1,1.0
73,2,205.47,245.56,100.21000000000001,48.0,1,1,1.0
73,4,823.0,229.68,135.20000000000005,85.20999999999998,1,1,1.0
74,2,205.47,245.56,100.21000000000001,48.0,1,1,1.0
74,4,816.8,231.03,140.95000000000005,85.66999999999999,1,1,1.0
75,2,205.47,245.56,100.21000000000001,48.0,1,1,1.0
75,4,810.6,232.39,146.68999999999994,86.11000000000001,1,1,1.0
76,2,205.47,245.56,100.21000000000001,48.0,1,1,1.0
76,4,804.4,233.74,152.44000000000005,86.56,1,1,1.0
77,2,205.47,245.56,100.21000000000001,48.0,1,1,1.0
77,4,798.2,235.09,158.18999999999994,87.01000000000002,1,1,1.0
78,2,205.47,245.56,100.21000000000001,48.0,1,1,1.0
78,4,792.0,236.45,163.94000000000005,87.44999999999999,1,1,1.0
79,2,205.47,245.56,100.21000000000001,48.0,1,1,1.0
79,4,785.8,237.8,169.69000000000005,87.89999999999998,1,1,1.0
80,2,205.47,245.56,100.21000000000001,48.0,1,1,1.0
80,4,775.65,237.8,169.69000000000005,87.89999999999998,1,1,1.0
81,2,205.47,245.56,100.21000000000001,48.0,1,1,1.0
81,4,766.75,238.81,172.95000000000005,89.58999999999997,1,1,1.0
82,2,205.47,245.56,100.21000000000001,48.0,1,1,1.0
82,4,757.84,239.82,176.2199999999999,91.28000000000003,1,1,1.0
83,2,205.47,245.56,100.21000000000001,48.0,1,1,1.0
83,4,748.94,240.83,179.4699999999999,92.97,1,1,1.0
84,2,205.47,245.56,100.21000000000001,48.0,1,1,1.0
84,4,740.03,241.84,182.74,94.66,1,1,1.0
85,2,205.47,245.56,100.21000000000001,48.0,1,1,1.0
85,4,731.12,242.85,186.0,96.35,1,1,1.0
86,2,205.47,245.56,100.21000000000001,48.0,1,1,1.0
86,4,722.22,243.86,189.26,98.05000000000001,1,1,1.0
87,2,205.47,245.56,100.21000000000001,48.0,1,1,1.0
87,4,713.31,244.87,192.5200000000001,99.74000000000001,1,1,1.0
88,2,205.47,245.56,100.21000000000001,48.0,1,1,1.0
88,4,704.41,245.88,195.7800000000001,101.43,1,1,1.0
89,2,205.47,245.56,100.21000000000001,48.0,1,1,1.0
89,4,695.5,246.89,199.03999999999996,103.12,1,1,1.0
90,2,205.47,245.56,100.21000000000001,48.0,1,1,1.0
90,4,686.59,247.9,202.30999999999995,104.80999999999997,1,1,1.0
90,5,652.77,263.72,42.84000000000003,31.569999999999993,1,1,1.0
91,2,205.47,245.56,100.21000000000001,48.0,1,1,1.0
